MAKE,MODEL,VEHICLE CLASS,ENGINE SIZE,CYLINDERS (L),TRANSMISSION,FUEL TYPE,FUEL CONS: CITY (L/100 km),FUEL CONS: HWY (L/100 km),FUEL CONS:COMB (L/100 km),FUEL CONS:COMB (mpg),CO2 RATING,SMOG RATING,CO2 EMISSIONS(g/km) 
PORSCHE,PANAMERA 4S ST,FULL-SIZE,2.9,6,AM8,Z,12.1,9,10.7,26,4,1,249
PORSCHE,PANAMERA TURBO,FULL-SIZE,4,8,AM8,Z,12.8,9.2,11.2,25,4,1,261
PORSCHE,PANAMERA TURBO EXECUTIVE,FULL-SIZE,4,8,AM8,Z,12.8,9.2,11.2,25,4,1,261
PORSCHE,PANAMERA TURBO ST,FULL-SIZE,4,8,AM8,Z,13.4,10.1,11.9,24,4,1,279
RAM,1500 FFV,PICKUP TRUCK - STANDARD,3.6,6,A8,X,13.9,9.6,11.9,24,4,3,280
RAM,1500 FFV,PICKUP TRUCK - STANDARD,3.6,6,A8,E,19.7,13.8,17,17,4,3,283
RAM,1500,PICKUP TRUCK - STANDARD,5.7,8,A6,X,17,12,14.8,19,2,3,346
RAM,1500,PICKUP TRUCK - STANDARD,5.7,8,A8,X,15.7,11,13.6,21,3,3,319
RAM,1500 ECODIESEL,PICKUP TRUCK - STANDARD,3,6,A8,D,11.8,8.6,10.4,27,4,1,278
RAM,1500 4X4 FFV,PICKUP TRUCK - STANDARD,3.6,6,A8,X,14.5,10.2,12.6,22,3,3,294
RAM,1500 4X4 FFV,PICKUP TRUCK - STANDARD,3.6,6,A8,E,20.7,14.7,18,16,3,3,300
RAM,1500 4X4,PICKUP TRUCK - STANDARD,5.7,8,A6,X,18.7,13.3,16.3,17,1,3,382
RAM,1500 4X4,PICKUP TRUCK - STANDARD,5.7,8,A8,X,16.1,11.5,14,20,3,3,328
RAM,1500 4X4 ECODIESEL,PICKUP TRUCK - STANDARD,3,6,A8,D,12.3,8.8,10.8,26,3,1,289
RAM,PROMASTER CITY,SPECIAL PURPOSE VEHICLE,2.4,4,A9,X,11.2,8.3,9.9,29,5,3,232
ROLLS-ROYCE,DAWN,COMPACT,6.6,12,AS8,Z,20.3,13,17,17,1,3,397
ROLLS-ROYCE,GHOST,FULL-SIZE,6.6,12,AS8,Z,20.3,13,17,17,1,3,397
ROLLS-ROYCE,GHOST EWB,FULL-SIZE,6.6,12,AS8,Z,20.3,13,17,17,1,3,397
ROLLS-ROYCE,PHANTOM,FULL-SIZE,6.7,12,AS8,Z,20,12.4,16.6,17,1,3,387
ROLLS-ROYCE,PHANTOM EWB,FULL-SIZE,6.7,12,AS8,Z,20,12.4,16.6,17,1,3,387
ROLLS-ROYCE,WRAITH,MID-SIZE,6.6,12,AS8,Z,19.6,12.9,16.6,17,1,3,388
SUBARU,BRZ,MINICOMPACT,2,4,AS6,Z,9.7,7.2,8.6,33,6,1,200
SUBARU,BRZ,MINICOMPACT,2,4,M6,Z,11.2,8.1,9.8,29,5,1,229
SUBARU,BRZ tS,MINICOMPACT,2,4,M6,Z,11.6,8.6,10.2,28,5,1,239
SUBARU,CROSSTREK AWD,SUV - SMALL,2,4,AV7,X,8.8,7.2,8.1,35,6,6,188
SUBARU,CROSSTREK AWD,SUV - SMALL,2,4,M6,X,10.5,8.1,9.4,30,5,6,220
SUBARU,FORESTER AWD,SUV - SMALL,2,4,AV8,Z,10.2,8.6,9.5,30,5,1,223
SUBARU,FORESTER AWD,SUV - SMALL,2.5,4,AV6,X,9.2,7.4,8.4,34,6,5,196
SUBARU,FORESTER AWD,SUV - SMALL,2.5,4,M6,X,10.9,8.3,9.7,29,5,5,228
SUBARU,IMPREZA 4-DOOR AWD,MID-SIZE,2,4,AV7,X,8.3,6.4,7.5,38,7,6,174
SUBARU,IMPREZA 4-DOOR AWD,MID-SIZE,2,4,M5,X,10,7.5,8.9,32,6,6,208
SUBARU,IMPREZA 5-DOOR AWD,STATION WAGON - SMALL,2,4,AV7,X,8.4,6.5,7.5,38,7,6,176
SUBARU,IMPREZA 5-DOOR AWD,STATION WAGON - SMALL,2,4,M5,X,10.1,7.7,9,31,5,6,211
SUBARU,LEGACY AWD,MID-SIZE,2.5,4,AV7,X,9.3,7,8.3,34,6,5,193
SUBARU,LEGACY AWD,MID-SIZE,3.6,6,AV6,X,11.9,8.3,10.3,27,5,3,241
SUBARU,OUTBACK AWD,SUV - SMALL,2.5,4,AV7,X,9.4,7.3,8.5,33,6,5,198
SUBARU,OUTBACK AWD,SUV - SMALL,3.6,6,AV6,X,12,8.7,10.5,27,4,3,247
SUBARU,WRX AWD,COMPACT,2,4,AV8,Z,12.6,9.6,11.2,25,4,1,256
SUBARU,WRX AWD,COMPACT,2,4,M6,Z,11.3,8.5,10,28,5,1,235
SUBARU,WRX STI AWD,COMPACT,2.5,4,M6,Z,14.1,10.5,12.5,23,3,1,291
SUBARU,WRX STI AWD TYPE RA,COMPACT,2.5,4,M6,Z,14.3,10.9,12.8,22,3,1,296
TOYOTA,4RUNNER 4WD,SUV - STANDARD,4,6,AS5,X,14.3,11.9,13.2,21,3,3,308
TOYOTA,4RUNNER 4WD (Part-Time 4WD),SUV - STANDARD,4,6,AS5,X,14.3,11.9,13.2,21,3,3,308
TOYOTA,86,MINICOMPACT,2,4,AS6,Z,9.9,7.3,8.7,32,6,1,204
TOYOTA,86,MINICOMPACT,2,4,M6,Z,11.3,8.3,9.9,29,5,1,232
TOYOTA,AVALON,MID-SIZE,3.5,6,AS6,X,11.4,7.7,9.7,29,5,3,226
TOYOTA,CAMRY,MID-SIZE,2.5,4,AS8,X,8.1,5.7,6.9,41,8,7,164
TOYOTA,CAMRY LE/SE,MID-SIZE,2.5,4,AS8,X,8.4,6,7.3,39,7,7,172
TOYOTA,CAMRY XLE/XSE,MID-SIZE,2.5,4,AS8,X,8.5,6.1,7.4,38,7,7,173
TOYOTA,CAMRY,MID-SIZE,3.5,6,AS8,X,10.5,7.1,9,31,5,5,210
TOYOTA,CAMRY XSE,MID-SIZE,3.5,6,AS8,X,10.7,7.4,9.2,31,5,5,215
TOYOTA,CAMRY HYBRID LE,MID-SIZE,2.5,4,AV6,X,4.9,4.8,4.9,58,10,7,113
TOYOTA,CAMRY HYBRID XLE/SE,MID-SIZE,2.5,4,AV6,X,5.3,5,5.1,55,10,7,121
TOYOTA,C-HR,COMPACT,2,4,AV7,X,8.7,7.5,8.2,34,6,3,189
TOYOTA,COROLLA,MID-SIZE,1.8,4,AV,X,8.3,6.5,7.5,38,7,3,174
TOYOTA,COROLLA,MID-SIZE,1.8,4,AV7,X,8.3,6.7,7.5,38,7,3,178
TOYOTA,COROLLA,MID-SIZE,1.8,4,M6,X,8.5,6.6,7.6,37,7,3,178
TOYOTA,COROLLA LE ECO (1-mode),MID-SIZE,1.8,4,AV,X,7.8,5.9,6.9,41,8,5,163
TOYOTA,COROLLA LE ECO (2-mode),MID-SIZE,1.8,4,AV,X,8,6.3,7.2,39,8,5,168
TOYOTA,COROLLA iM,MID-SIZE,1.8,4,AV7,X,8.3,6.5,7.5,38,7,5,176
TOYOTA,COROLLA iM,MID-SIZE,1.8,4,M6,X,8.8,6.8,7.9,36,7,5,185
TOYOTA,HIGHLANDER,SUV - SMALL,3.5,6,AS8,X,11.8,8.7,10.3,27,5,5,243
TOYOTA,HIGHLANDER AWD,SUV - STANDARD,3.5,6,AS8,X,12.1,9,10.6,27,4,5,251
TOYOTA,HIGHLANDER AWD (Start/Stop System),SUV - STANDARD,3.5,6,AS8,X,12,8.9,10.6,27,4,5,247
TOYOTA,HIGHLANDER AWD LE,SUV - STANDARD,3.5,6,AS8,X,11.7,8.8,10.4,27,5,5,242
TOYOTA,HIGHLANDER HYBRID AWD,SUV - STANDARD,3.5,6,AV6,X,8.1,8.5,8.3,34,6,7,193
TOYOTA,PRIUS,MID-SIZE,1.8,4,AV,X,4.3,4.6,4.5,63,10,7,105
TOYOTA,PRIUS c,COMPACT,1.5,4,AV,X,4.9,5.5,5.1,55,10,7,120
TOYOTA,PRIUS v,STATION WAGON - MID-SIZE,1.8,4,AV,X,5.5,6,5.8,49,9,7,135
TOYOTA,RAV4 LE/XLE,SUV - SMALL,2.5,4,AS6,X,10,7.8,9,31,5,3,210
TOYOTA,RAV4 AWD,SUV - SMALL,2.5,4,AS6,X,10.5,8.3,9.5,30,5,3,222
TOYOTA,RAV4 LIMITED/SE AWD,SUV - SMALL,2.5,4,AS6,X,10.7,8.4,9.7,29,5,3,226
TOYOTA,RAV4 HYBRID AWD,SUV - SMALL,2.5,4,AV6,X,6.9,7.8,7.3,39,7,7,171
TOYOTA,SEQUOIA 4WD,SUV - STANDARD,5.7,8,AS6,X,18.4,13.8,16.4,17,1,5,384
TOYOTA,SIENNA,MINIVAN,3.5,6,AS8,X,12.5,8.9,10.9,26,4,5,256
TOYOTA,SIENNA AWD,MINIVAN,3.5,6,AS8,X,13.4,9.6,11.7,24,4,5,274
TOYOTA,TACOMA,PICKUP TRUCK - SMALL,2.7,4,AS6,X,12.1,10.1,11.2,25,4,5,263
TOYOTA,TACOMA,PICKUP TRUCK - SMALL,3.5,6,AS6,X,12.6,10,11.4,25,4,5,268
TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,2.7,4,AS6,X,12.7,10.6,11.7,24,4,5,274
TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,3.5,6,AS6,X,13.2,10.7,12.1,23,4,5,283
TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,3.5,6,M6,X,13.8,11.4,12.7,22,3,5,299
TOYOTA,TACOMA 4WD D-CAB OFF-ROAD,PICKUP TRUCK - SMALL,3.5,6,M6,X,13.8,11.7,12.9,22,3,5,300
TOYOTA,TUNDRA,PICKUP TRUCK - STANDARD,5.7,8,AS6,X,17.7,13.6,15.9,18,2,5,371
TOYOTA,TUNDRA 4WD,PICKUP TRUCK - STANDARD,4.6,8,AS6,X,16.8,13.1,14.9,19,2,3,354
TOYOTA,TUNDRA 4WD,PICKUP TRUCK - STANDARD,5.7,8,AS6,X,18,14.2,16.3,17,1,5,383
TOYOTA,YARIS,COMPACT,1.5,4,AS6,X,7.3,5.8,6.6,43,8,3,155
TOYOTA,YARIS (SIL),COMPACT,1.5,4,M6,X,7.8,6,6.8,42,8,3,164
TOYOTA,YARIS HATCHBACK,COMPACT,1.5,4,A4,X,7.9,6.8,7.4,38,7,3,173
TOYOTA,YARIS HATCHBACK,COMPACT,1.5,4,M5,X,7.8,6.5,7.2,39,8,3,168
VOLKSWAGEN,ATLAS,SUV - SMALL,2,4,AS8,X,10.8,8.9,10,28,5,3,233
VOLKSWAGEN,ATLAS 4MOTION,SUV - SMALL,3.6,6,AS8,X,13.7,10.1,12.1,23,4,5,282
VOLKSWAGEN,BEETLE,COMPACT,2,4,AS6,X,9,7.2,8.2,34,6,7,191
VOLKSWAGEN,BEETLE CONVERTIBLE,SUBCOMPACT,2,4,AS6,X,9,7.2,8.2,34,6,7,191
VOLKSWAGEN,BEETLE DUNE,COMPACT,2,4,AS6,X,9.1,6.9,8.1,35,6,7,189
VOLKSWAGEN,BEETLE DUNE CONVERTIBLE,SUBCOMPACT,2,4,AS6,X,9.1,6.9,8.1,35,6,7,189
VOLKSWAGEN,GOLF,COMPACT,1.8,4,AS6,X,9.6,7.2,8.5,33,6,7,199
VOLKSWAGEN,GOLF,COMPACT,1.8,4,M5,X,9.3,6.9,8.2,34,6,7,192
VOLKSWAGEN,GOLF GTI,COMPACT,2,4,AM6,X,9.6,7.3,8.6,33,6,7,200
VOLKSWAGEN,GOLF GTI,COMPACT,2,4,M6,X,9.6,7.2,8.5,33,6,7,199
VOLKSWAGEN,GOLF R,COMPACT,2,4,AM7,Z,10.6,8,9.4,30,5,3,220
VOLKSWAGEN,GOLF R,COMPACT,2,4,M6,Z,11.1,8.1,9.8,29,5,3,227
VOLKSWAGEN,GOLF ALLTRACK,STATION WAGON - SMALL,1.8,4,AM6,X,10.7,8,9.4,30,5,7,220
VOLKSWAGEN,GOLF ALLTRACK,STATION WAGON - SMALL,1.8,4,M6,X,11.1,7.8,9.6,29,5,7,225
VOLKSWAGEN,GOLF SPORTWAGEN,STATION WAGON - SMALL,1.8,4,AS6,X,9.6,7.2,8.5,33,6,7,199
VOLKSWAGEN,GOLF SPORTWAGEN,STATION WAGON - SMALL,1.8,4,M5,X,9.4,6.9,8.2,34,6,7,192
VOLKSWAGEN,GOLF SPORTWAGEN 4MOTION,STATION WAGON - SMALL,1.8,4,AM6,X,10.8,8.1,9.6,29,5,7,224
VOLKSWAGEN,GOLF SPORTWAGEN 4MOTION,STATION WAGON - SMALL,1.8,4,M6,X,10.8,7.6,9.3,30,5,7,218
VOLKSWAGEN,PASSAT,MID-SIZE,2,4,AS6,X,9.3,6.5,8.1,35,6,7,188
VOLKSWAGEN,PASSAT,MID-SIZE,3.6,6,AM6,X,12.2,8.5,10.6,27,4,3,246
VOLKSWAGEN,TIGUAN,SUV - SMALL,2,4,AS8,X,10.6,8.7,9.8,29,5,7,229
VOLKSWAGEN,TIGUAN 4MOTION,SUV - SMALL,2,4,AS8,X,11.3,8.8,10.2,28,5,7,237
VOLVO,S60 T5 AWD,COMPACT,2,4,AS8,X,11,8.1,9.7,29,5,3,226
VOLVO,S60 T6 AWD,COMPACT,2,4,AS8,Z,10.9,7.7,9.4,30,5,3,221
VOLVO,S60 POLESTAR,COMPACT,2,4,AS8,Z,11.8,8.5,10.3,27,5,1,241
VOLVO,S60 CC T5 AWD,COMPACT,2,4,AS8,X,10.8,7.8,9.4,30,5,3,220
VOLVO,S90 T5 AWD,MID-SIZE,2,4,AS8,Z,10.1,7.4,8.8,32,6,5,206
VOLVO,S90 T6 AWD,MID-SIZE,2,4,AS8,Z,10.6,7.6,9.3,30,5,5,216
VOLVO,V60 T5 AWD,STATION WAGON - SMALL,2,4,AS8,X,11,8.1,9.7,29,5,3,226
VOLVO,V60 T6 AWD,STATION WAGON - SMALL,2,4,AS8,Z,10.9,7.7,9.4,30,5,3,221
VOLVO,V60 POLESTAR,STATION WAGON - SMALL,2,4,AS8,Z,11.8,8.5,10.3,27,5,1,241
VOLVO,V60 CC T5 AWD,STATION WAGON - SMALL,2,4,AS8,X,10.8,7.8,9.4,30,5,3,220
VOLVO,V90 T6 AWD,STATION WAGON - MID-SIZE,2,4,AS8,Z,10.6,7.6,9.3,30,5,5,216
VOLVO,V90 CC T5 AWD,STATION WAGON - MID-SIZE,2,4,AS8,Z,10.4,7.7,9.2,31,5,5,214
VOLVO,V90 CC T6 AWD,STATION WAGON - MID-SIZE,2,4,AS8,Z,10.9,8,9.6,29,5,5,224
VOLVO,XC60 T5 AWD,SUV - SMALL,2,4,AS8,Z,10.7,8.5,9.8,29,5,5,228
VOLVO,XC60 T6 AWD,SUV - SMALL,2,4,AS8,Z,11.4,8.7,10.2,28,5,5,240
VOLVO,XC90 T5 AWD,SUV - STANDARD,2,4,AS8,Z,10.9,8.3,9.7,29,5,5,227
VOLVO,XC90 T6 AWD,SUV - STANDARD,2,4,AS8,Z,11.5,8.8,10.3,27,5,5,240
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
4WD/4X4 = Four-wheel drive,,,,,,,,,,,,,
AWD = All-wheel drive,,,,,,,,,,,,,
FFV = Flexible-fuel vehicle,,,,,,,,,,,,,
SWB = Short wheelbase,,,,,,,,,,,,,
LWB = Long wheelbase,,,,,,,,,,,,,
EWB = Extended wheelbase,,,,,,,,,,,,,
A = Automatic,,,,,,,,,,,,,
AM = Automated manual,,,,,,,,,,,,,
AS = Automatic with select shift,,,,,,,,,,,,,
AV = Continuously variable,,,,,,,,,,,,,
M = Manual,,,,,,,,,,,,,
3 – 10 = Number of gears,,,,,,,,,,,,,
X = Regular gasoline,,,,,,,,,,,,,
Z = Premium gasoline,,,,,,,,,,,,,
D = Diesel,,,,,,,,,,,,,
E = Ethanol (E85),,,,,,,,,,,,,
N = Natural gas,,,,,,,,,,,,,
"City and highway fuel consumption ratings are shown in litres per 100 kilometres (L/100 km) - the combined rating (55% city, 45% hwy) is shown in L/100 km and in miles per imperial gallon (mpg)",,,,,,,,,,,,,
the tailpipe emissions of carbon dioxide (in grams per kilometre) for combined city and highway driving,,,,,,,,,,,,,
the tailpipe emissions of carbon dioxide rated on a scale from 1 (worst) to 10 (best),,,,,,,,,,,,,
the tailpipe emissions of smog-forming pollutants rated on a scale from 1 (worst) to 10 (best),,,,,,,,,,,,,
